title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Giedroyc i „Kultura”,Andrzej Stanisław Kowalczyk,2000-01-01,313,polski,Wydawnictwo Dolnośląskie,"biografia, autobiografia, pamiętnik",papier,18,4,"W ramach serii „A to Polska właśnie” opowieść o Jerzym Giedroyciu i ludziach, którzy wokół niego i „Kultury” się skupiali","6,8",8370237142,https://lubimyczytac.pl/ksiazka/54738/giedroyc-i-kultura
Cenzura w PRL : relacje historyków,praca zbiorowa,2000-01-01,286,polski,Neriton,"biografia, autobiografia, pamiętnik",papier,3,0,Ta książka nie posiada jeszcze opisu.,"7,3",8386842652,https://lubimyczytac.pl/ksiazka/153260/cenzura-w-prl-relacje-historykow
Już nic nie muszę,Stefania Grodzieńska,2000-01-01,176,polski,Akapit Press,"biografia, autobiografia, pamiętnik",papier,175,16,"Lektura nie tylko dla wielbicieli mistrzowskiego pióra wspaniałej damy naszej kultury! Stefania Grodzieńska ukazuje się w tej książce w pełni swojego wszechstronnego utalentowania - jako felietonistka, pisarka, autorka tekstów kabaretowych. I odkrywa kulisy niezwykle ciekawej drogi życia, pokazując siebie w wielu odsłonach - w rolach m.in.: żony Jerzego Jurandota, aktorki, tancerki, spikerki, konferansjerki i doskonałego satyryka. Domyślam się dlaczego wydawca zwrócił się do mnie z prośbą o napisanie autobiografii. Nie wierzy, że potrafię napisać coś inaczej niż w pierwszej osobie liczby pojedynczej. I ma rację. Wszystko, co w życiu napisałam, jest o mnie, tyle, że albo w jawnej, albo w zakamuflowanej formie. - od autorki.","7,5",8387463868,https://lubimyczytac.pl/ksiazka/49278/juz-nic-nie-musze
Szczęście w Bogu. Wspomnienia i refleksje opata trapistów z opactwa La Trappe,Michel Damien,2000-01-01,428,polski,Wydawnictwo M,"biografia, autobiografia, pamiętnik",papier,0,0,"Według Ewangelii; człowiek szczęśliwy, to ten, który nie upartuje w samym sobie poczucia bezpieczeństwa, lecz pozwala, aby to Bóg był we wszystkim jego Źródłem, czyli jest ubogi duchem . To ten, który nie ucieka przed smutkiem, lecz pozwala, by Bóg go pocieszał.","0,0",8372213127,https://lubimyczytac.pl/ksiazka/5161913/szczescie-w-bogu-wspomnienia-i-refleksje-opata-trapistow-z-opactwa-la-trappe
Chwila szczerości,Renata Kijowska,2000-01-01,,polski,WAM,"biografia, autobiografia, pamiętnik",papier,1,0,Ta książka nie posiada jeszcze opisu.,"6,0",,https://lubimyczytac.pl/ksiazka/4980205/chwila-szczerosci
Niecodzienne rozmowy z ksiądzem Janem Twardowskim,Marian Schmidt,2000-01-01,146,polski,Prószyński i S-ka,"biografia, autobiografia, pamiętnik",papier,2,1,"Książka „Niecodzienne rozmowy z księdzem Janem Twardowskim” narodziła się z przyjaźni między księdzem a fotografem Marianem Schmidtem. Poznali się w Warszawie w 1976 roku. Dwie pokrewne dusze spotykały się „niecodziennie”. Rozmawiali na różne tematy, bliskie każdemu człowiekowi, który poszukuje wartości duchowych w życiu: o religii, filozofii, sztuce, poezji.Marian Schmidt zaczął zapisywać rozmowy w 1989 roku, a skończył dopiero dziesięć lat później. Wypowiedzi księdza Jana Twardowskiego dotyczące jego drogi życiowej i powołania kapłańskiego, wiersze księdza oraz doskonałe fotografie Mariana Schmidta tworzą razem harmonijną całość.","8,5",8372555206,https://lubimyczytac.pl/ksiazka/170468/niecodzienne-rozmowy-z-ksiadzem-janem-twardowskim
Zatrzymani w spojrzeniu,Andrzej Niziołek,2000-01-01,160,polski,Muzeum Narodowe w Poznaniu,"biografia, autobiografia, pamiętnik",papier,2,1,"Album ten powstał z potrzeby pamięci, może niedoskonałej, ale zachowującej obraz żywych, choć już nieżyjących ludzi. Album ten powstał również z poczucia wspólnoty, bo w naturze ludzkiej, w doświadczeniu życia, mimo upływu lat, nie tak wiele się zmieniło. Wreszcie, album ten jest próbą przejrzenia się w historii, będąc „albumem rodzinnym”, w którym wspomina się twarze i losy konkretnych ludzi, chce być także „albumem Wielkopolan”, szkicem do portretu dawnej społeczności. W XIX wieku tkwią przecież korzenie naszego poczucia tożsamości.Wypożyczając swoje fotografie Wielkopolanie sami stworzyli wystawę i prezentowany album. Zdjęcia pogrupowano w kilka obszarów tematycznych: od narodzin do śmierci, rody i rodziny, w szkole i na uniwersytecie, w życiu publicznym, na przełomie epok, przesłanie pamięci. Wydawnictwo jest bogato ilustrowane, uzupełnione bibliografią, spisem zakładów, atelier fotograficznych i fotografów, omówieniem historycznym.Niezwykłe świadectwo minionej epoki i dawnej kultury materialnej.","8,0",8385296980,https://lubimyczytac.pl/ksiazka/238389/zatrzymani-w-spojrzeniu
Krzyż i sztylet,David Wilkerson,2000-01-01,244,polski,Agape,"biografia, autobiografia, pamiętnik",papier,232,29,"Historia, w której wydarzenia pełne grozy sąsiadują z tchnącymi optymizmem opisami „nowego początku"" w życiu zagubionych, samotnych, żyjących na ulicy nastolatków. Historia pełnej poświęcenia i determinacji drogi człowieka, który zechciał pomóc innym.Wszystko to wydarzyło się naprawdę!Ameryka, druga połowa lat 50. Na ulicach nowojorskich gett walczą ze sobą gangi nastolatków. Bez przyczyny grupa szukających wrażeń chłopców zabija w parku innego chłopca, kalekę na wózku - ofiarę heinemediny. Właśnie to opisane w gazecie bulwersujące wydarzenie i zwyczaj cowieczornego oczekiwania w modlitwie na Boga pielęgnowany przez wiejskiego pastora splatają się ze sobą w ciąg niezwyczajnych, przykuwających uwagę wydarzeń.Na całym świecie powstały ośrodki Teen Challenge, pomagające młodym ludziom uwikłanym w przemoc, ekscesy seksualne, pijaństwo i narkomanię. Dlaczego było to możliwe?Dzięki poznaniu jedynej prawdziwej Miłości możliwe jest rozpoczęcie życia raz jeszcze - można narodzić się na nowo!","7,6",83-85427-34-1,https://lubimyczytac.pl/ksiazka/49096/krzyz-i-sztylet
KoRn,Doug Small,2000-01-01,64,polski,InRock,"biografia, autobiografia, pamiętnik",papier,13,0,"Oto nieupiększona historia spotkania Jonathana Davisa, Jamesa ""Munky'ego"" Shaffera, Briana ""Heada"" Welcha, Reggiego ""Fieldy'ego"" Arvizu i Davida Silverii. Fakty z przeszłości członków zespołu, historie kryjące się za piosenkami, szczegółowe omówienia czterech płyt grupy i dokładna dyskografia.","7,4",838636534X,https://lubimyczytac.pl/ksiazka/177277/korn
Portrety,praca zbiorowa,2000-01-01,297,polski,W.A.B.,"biografia, autobiografia, pamiętnik",papier,27,2,"Dzięki tej książce znane kobiety zobaczycie z nieznanej strony. Z prawie setki kobiecych portretów, które ukazały się dotychczas w Wysokich Obcasach, wybrano siedemnaście min Kora, Barbara Labuda, Beata Maksymow, Wanda Rutkiewicz, Maria Skłodowska-Curie, Aneta Wróbel","6,9",83-88221-46-9,https://lubimyczytac.pl/ksiazka/91710/portrety
Skok dla życia.Pamiętnik z czasów okupacji Polski,Ruth Altbeker Cyprys,2000-01-01,273,polski,Philip Wilson,"biografia, autobiografia, pamiętnik",papier,22,5,"Wspomnienia Ruth Altbeker , która była świadkiem wielkiej grozy, wielkiego bólu i wielkiej odwagi, obejmujące lata 1939-45, to niezwykły, wstrząsający przez swój autentyzm dokument o okupacji niemieckiej w Polsce. To świadectwo determinacji i inteligencji młodej kobiety, która przeżyła tylko dzięki swej niezłomnej woli i zdolności do podejmowania zapierającego dech ryzyka","7,2",8372360251,https://lubimyczytac.pl/ksiazka/77917/skok-dla-zycia-pamietnik-z-czasow-okupacji-polski
Mr Bean,Richard Curtis,2000-01-01,52,polski,Pearson,"biografia, autobiografia, pamiętnik",papier,2,0,The National Gallery in London sends a famous painting to Los Angeles. They also send Mr. Bean. But many strange and funny things start happening to him in America.,"5,0",9781405884433,https://lubimyczytac.pl/ksiazka/159222/mr-bean
Europa na licytacji,Dragan M. Sotirović,2000-01-01,354,polski,Fundacja Pomocy Antyk,"biografia, autobiografia, pamiętnik",papier,4,1,"Autor, oficer serbski, bliski współpracownik gen. Mihajlovicia od pierwszych chwil powstania ruchu oporu w Jugosławii. Aresztowany na skutek denuncjacji w 1942 roku. Więziony w oflagu na terenie Polski, ucieka z niego i walczy nadal, dowodząc 14 pułkiem ułanów AK w rejonie Lwowa. Aresztowany i skazany na 10 lat łagrów ucieka ponownie i do września 1945 roku walczy z komunistycznym okupantem na ziemi lwowskiej i na Rzeszowszczyźnie. Później w brawurowy sposób przedostaje się wraz ze swoimi żołnierzami na Zachód, gdzie do końca zaangażowany jest w działalność antykomunistyczną. Ten pamiętnik obejmuje przede wszystkim lata 1941-1945.","6,5",8387809276,https://lubimyczytac.pl/ksiazka/210431/europa-na-licytacji
Byłam sekretarką Adolfa Hitlera,Christa Schroeder,2000-01-01,375,polski,Bellona,"biografia, autobiografia, pamiętnik",papier,59,6,"Książka przybliża dwunastoletni okres rządów Adolfa Hitlera, przedstawiony z punktu widzenia jego wieloletniej sekretarki. Ukazanych jest w niej wiele faktów i spraw mało dotychczas znanych lub w ogóle nie znanych w Polsce.","6,2",8311089744,https://lubimyczytac.pl/ksiazka/93294/bylam-sekretarka-adolfa-hitlera
Burzliwe fortuny obroty. Mój pamiętnik (1831-1881),Antoni Szymborski,2000-01-01,300,polski,Znak,"biografia, autobiografia, pamiętnik",papier,4,2,"Awanturnicze i barwne losy Antoniego Szymborskiego mogłyby stanowić ilustrację polskiej historii XIX wieku. Typowy dla romantyzmu niepokój ducha, głód przygody, włóczęgi i wolności każe mu rzucać się we wszystkie niepodległościowe awantury, ale z drugiej strony pozytywistyczna trzeźwość skłania go do ”życia praktycznego”, uczenia się zarządzania majątkami rolnymi - co jest jednak gwałtem narzuconym własnej naturze. Żywot to nieprawdopodobny, jakby wymyślony przez mistrza powieści historyczno-przygodowej: ucieczka z domu do powstania wielkopolskiego w wieku lat siedemnastu, pruskie więzienie, walki pod dowództwem Bema w Karpatach, wędrówki po całej Europie, wyprawa do Ameryki, zarabianie na życie sprzedawaniem maślanki w Nowym Jorku, kopanie złota w Kalifornii, podziwianie Niagary, znowu tułaczka po Francji, Hiszpanii, Niemczech, powrót do Wielkopolski, piękna karta w powstaniu styczniowym - obok Francesco Nullo i Langiewicza - Cytadela warszawska i cudowne uwolnienie - zaprawdę, losami tymi można by obdzielić co najmniej kilku ludzi. A wszystko to opowiedziane przez urodzonego gawędziarza, opowiadającego porywająco i smacznie.","7,5",8370068707,https://lubimyczytac.pl/ksiazka/179079/burzliwe-fortuny-obroty-moj-pamietnik-1831-1881
Od lopaty do dyplomaty,Albin Siwak,2000-01-01,228,polski,Wydawnictwo Projekt,"biografia, autobiografia, pamiętnik",papier,4,3,Albin Siwak jest znaczaca postacia w polskimzyciu powojennym. Jego zyciorys do dokument drog i awansu spoleczno-politycznego robotniko w okresie PRL. Ksiazka ktora Panstwu prezentujemy stanowi pasjonujaca lekture z czasow pobytu Albina Siwaka w Libii w charakterze dyplomaty,"9,0",8387168211,https://lubimyczytac.pl/ksiazka/5089552/od-lopaty-do-dyplomaty
Byłam sekretarką Adolfa Hitlera,Christa Schroeder,2000-01-01,375,polski,Bellona,"biografia, autobiografia, pamiętnik",papier,59,6,"Książka przybliża dwunastoletni okres rządów Adolfa Hitlera, przedstawiony z punktu widzenia jego wieloletniej sekretarki. Ukazanych jest w niej wiele faktów i spraw mało dotychczas znanych lub w ogóle nie znanych w Polsce.","6,2",8311089744,https://lubimyczytac.pl/ksiazka/93294/bylam-sekretarka-adolfa-hitlera
Stanisław Konarski,Tomasz Chachulski,2000-01-01,97,polski,DiG,"biografia, autobiografia, pamiętnik",papier,0,0,Ta książka nie posiada jeszcze opisu.,"0,0",8371811039,https://lubimyczytac.pl/ksiazka/5064558/stanislaw-konarski
Andrzej Frycz Modrzewski,Mirosław Korolko,2000-01-01,99,polski,DiG,"biografia, autobiografia, pamiętnik",papier,0,0,Ta książka nie posiada jeszcze opisu.,"0,0",8371811683,https://lubimyczytac.pl/ksiazka/5064561/andrzej-frycz-modrzewski
Święty Jan z Kronsztadu - żywot i duszpasterstwo,Aleksander Konachowicz,2000-01-01,160,polski,Bratczyk,"biografia, autobiografia, pamiętnik",papier,2,1,"Wszechstronna działalność duszpasterska św. Jana z Kronsztadu urealnia IDEAŁ nowotestamentowego kapłaństwa, ustanowionego przez Jezusa Chrystusa. Jest ona wymownym przykładem służby Bogu i ludziom, godnym naśladowania przez współczesnych kapłanów, zaś wiernym ukazuje poprawny stosunek wobec wysokiej godności kapłańskiej. Ponadto udowadnia, iż Cerkiew z Jej Hierarchią i Sakramentami jest niewyczerpanym źródłem łaski Św. Ducha i uzdrowień duchowo -fizycznych","7,5",8391002594,https://lubimyczytac.pl/ksiazka/5031779/swiety-jan-z-kronsztadu---zywot-i-duszpasterstwo
Giedroyc i „Kultura”,Andrzej Stanisław Kowalczyk,2000-01-01,313,polski,Wydawnictwo Dolnośląskie,"biografia, autobiografia, pamiętnik",papier,18,4,"W ramach serii „A to Polska właśnie” opowieść o Jerzym Giedroyciu i ludziach, którzy wokół niego i „Kultury” się skupiali","6,8",8370237142,https://lubimyczytac.pl/ksiazka/54738/giedroyc-i-kultura
Cenzura w PRL : relacje historyków,praca zbiorowa,2000-01-01,286,polski,Neriton,"biografia, autobiografia, pamiętnik",papier,3,0,Ta książka nie posiada jeszcze opisu.,"7,3",8386842652,https://lubimyczytac.pl/ksiazka/153260/cenzura-w-prl-relacje-historykow
Żywot człowieka uzbrojonego,Krzysztof Polechoński,2000-01-01,234,polski,Wydawnictwo Naukowe PWN,"biografia, autobiografia, pamiętnik",papier,5,0,"Pod chmurami naszej granicy z Sowietami uprawiał przemyt. Przemyt przemytem, ale przedtem był też agentem ekspozytury II Oddziału i z jej polecenia chyba nie raz narażał życie po tamtej stronie. To mu zresztą to życie uratowało i, wskutek interwencji pewnych sfer wojskowych, zmieniło karę śmierci na ciężkie więzienie. Piasecki był naprawdę człowiekiem odważnym. Nie jest blagą, co pisze.  Józef Mackiewicz","8,0",83-01-13323-6,https://lubimyczytac.pl/ksiazka/90961/zywot-czlowieka-uzbrojonego
Warmia z oddali. Odpominania,Hubert Orłowski,2000-01-01,159,polski,"Stowarzyszenie Wspólnota Kulturowa ""Borussia""","biografia, autobiografia, pamiętnik",papier,1,0,"Autor, wybitny znawca literatury niemieckojęzycznej XX wieku, ""odpomina"" przeszłość swoją, rodziny, wsi, Warmii - korzystając obficie z relacji matki. Jest równocześnie chłopcem z Podlejk, namiętnym pożeraczem książek, ministrantem z gietrzwałdzkiego kościoła i europejskim uczonym, który patrzy na przeszłość z perspektywy badacza. Książka jest tym samym autobiograficzną próbą przedstawienia polsko-niemieckiego pogranicza","7,0",8391337715,https://lubimyczytac.pl/ksiazka/194398/warmia-z-oddali-odpominania
Eric Liddell. Wspanialsze niż złoto,Geoff Benge,2000-01-01,154,polski,Pojednanie,"biografia, autobiografia, pamiętnik",papier,3,0,"Gdy rozpoczynał się bieg, wydawało się oczywiste, że Eric Liddell nie dorówna innym. Teraz jednak na stadionie olimpijskim zapanowała całkowita cisza. Szkocki biegacz nie pozwalał wyprzedzić się nikomu. Gdy pierwszy minął linię mety, tłum wybuchnął aplauzem, który słychać było w całym Paryżu. Eric Liddell zrobił to, co niemożliwe. Pobił rekord świata!Wcześniej Eric wprawił cały świat w zdumienie rezygnując z udziału w olimpijskim biegu na 100 metrów – w niedzielę. Niesamowite zwycięstwo w biegu na 400 metrów jeszcze bardziej wzmocniło teraz jego wiarę w obietnicę Boga: „Jeśli kto mi służy, uczci go Ojciec mój”.Wiele lat później Eric Liddell staczał znacznie trudniejszą walkę jako misjonarz w Chinach. Jego dobroć, wytrwałość i wytrzymałość są inspiracją dla tych, którzy chcą być posłuszni wezwaniu, by zanieść ewangelię wszystkim narodom.","8,7",9788362430062,https://lubimyczytac.pl/ksiazka/5114160/eric-liddell-wspanialsze-niz-zloto
Stanisław Kot 1885-1975. Biografia polityczna,Tadeusz Paweł Rutkowski,2000-01-01,460,polski,DiG,"biografia, autobiografia, pamiętnik",papier,0,0,"Biografia wybitnego współpracownika politycznego generała Władysława Sikorskiego. Omówiono pracę naukową, życie osobiste, a także działalność polityczną, głównie u boku gen. Sikorskiego. Szczególnie wiele miejsca autor poświęca działalności Kota jako ambasadora rządu RP na uchodźstwie w ZSRR, w latach 1941-1942, a także jego współpracy ze Stanisławem Mikołajczykiem po tragicznej śmierci Sikorskiego. W książce omówiona została ponadto kontrowersyjna działalność Kota jako ambasadora Tymczasowego Rządu Jedności Narodowej w Rzymie w latach 1945-1947.","0,0",9788371811654,https://lubimyczytac.pl/ksiazka/24838/stanislaw-kot-1885-1975-biografia-polityczna
Albert Camus. Wspomnienia,Jean Grenier,2000-01-01,125,polski,Centrum Polsko-Francuskie Côtes d’Armor – Warmia i Mazury,"biografia, autobiografia, pamiętnik",papier,2,1,Ta książka nie posiada jeszcze opisu.,"8,0",8390853426,https://lubimyczytac.pl/ksiazka/4363684/albert-camus-wspomnienia
